PART	ANALITO	RESP	S1_NOME_SA	S2_NOME_SA
412	Hemoglobina Hemolisada.	300 Ery/無	Labstrip U11 Plus GL	Labumat 2
412	Leucocitos.	75 leu/無	Labstrip U11 Plus GL	Labumat 2
412	Nitrito.	0,2 mg/dL	Labstrip U11 Plus GL	Labumat 2
412	Prote璯as.	100 mg/dL	Labstrip U11 Plus GL	Labumat 2
412	Urobilinog瘽io.	0,2 mg/dL	Labstrip U11 Plus GL	Labumat 2
415	Bilirrubina.	0 mg/dL	iChem Velocity Ref.800-7204	iChem Velocity
415	Corpos Cet獼icos.	60 mg/dL	iChem Velocity Ref.800-7204	iChem Velocity
415	Glicose.	500 mg/dL	iChem Velocity Ref.800-7204	iChem Velocity
415	Hemoglobina Hemolisada.	125 Ery/無	iChem Velocity Ref.800-7204	iChem Velocity
415	Leucocitos.	75 leu/無	iChem Velocity Ref.800-7204	iChem Velocity
415	Nitrito.	0,1 mg/dL	iChem Velocity Ref.800-7204	iChem Velocity
415	Prote璯as.	300 mg/dL	iChem Velocity Ref.800-7204	iChem Velocity
415	Urobilinog瘽io.	8,0 mg/dL	iChem Velocity Ref.800-7204	iChem Velocity
423	Bilirrubina.	3,0 mg/dL	Uriscan 11	Uriscan PRO / S300
423	Corpos Cet獼icos.	50 mg/dL	Uriscan 11	Uriscan PRO / S300
423	Glicose.	1000 mg/dL	Uriscan 11	Uriscan PRO / S300
423	Hemoglobina Hemolisada.	250 Ery/無	Uriscan 11	Uriscan PRO / S300
423	Leucocitos.	0 leu/無	Uriscan 11	Uriscan PRO / S300
423	Nitrito.	0,2 mg/dL	Uriscan 11	Uriscan PRO / S300
423	Prote璯as.	300 mg/dL	Uriscan 11	Uriscan PRO / S300
423	Urobilinog瘽io.	12 mg/dL	Uriscan 11	Uriscan PRO / S300
445	Bilirrubina.	2,0 mg/dL	Meditape UC-11A	Sysmex UC 3500
445	Corpos Cet獼icos.	30 mg/dL	Meditape UC-11A	Sysmex UC 3500
445	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 3500
445	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 3500
445	Leucocitos.	25 leu/無	Meditape UC-11A	Sysmex UC 3500
445	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 3500
445	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 3500
445	Urobilinog瘽io.	4 mg/dL	Meditape UC-11A	Sysmex UC 3500
448	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
448	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
448	Glicose.	1000 mg/dL	Uricolor Check	Leitura visual
448	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
448	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
448	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
448	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
448	Urobilinog瘽io.	8 mg/dL	Uricolor Check	Leitura visual
450	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
450	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
450	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
450	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
450	Leucocitos.	15 leu/無	Uricolor Check	Leitura visual
450	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
450	Prote璯as.	300 mg/dL	Uricolor Check	Leitura visual
450	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
465	Bilirrubina.	1,0 mg/dL	Labstrip U11 Plus GL	Labumat 2
465	Corpos Cet獼icos.	50 mg/dL	Labstrip U11 Plus GL	Labumat 2
465	Glicose.	1000 mg/dL	Labstrip U11 Plus GL	Labumat 2
465	Hemoglobina Hemolisada.	300 Ery/無	Labstrip U11 Plus GL	Labumat 2
465	Leucocitos.	75 leu/無	Labstrip U11 Plus GL	Labumat 2
465	Nitrito.	0,2 mg/dL	Labstrip U11 Plus GL	Labumat 2
465	Prote璯as.	100 mg/dL	Labstrip U11 Plus GL	Labumat 2
465	Urobilinog瘽io.	4 mg/dL	Labstrip U11 Plus GL	Labumat 2
483	Bilirrubina.	6,0 mg/dL	Cobas u pack	Cobas u 601
483	Corpos Cet獼icos.	150 mg/dL	Cobas u pack	Cobas u 601
483	Glicose.	1000 mg/dL	Cobas u pack	Cobas u 601
483	Hemoglobina Hemolisada.	250 Ery/無	Cobas u pack	Cobas u 601
483	Leucocitos.	500 leu/無	Cobas u pack	Cobas u 601
483	Nitrito.	0,2 mg/dL	Cobas u pack	Cobas u 601
483	Prote璯as.	500 mg/dL	Cobas u pack	Cobas u 601
483	Urobilinog瘽io.	12 mg/dL	Cobas u pack	Cobas u 601
485	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
485	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
485	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
485	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
485	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
485	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
485	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
485	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
492	Bilirrubina.	3,0 mg/dL	Labstrip U11 Plus GL	Labumat 2
492	Corpos Cet獼icos.	50 mg/dL	Labstrip U11 Plus GL	Labumat 2
492	Glicose.	1000 mg/dL	Labstrip U11 Plus GL	Labumat 2
492	Hemoglobina Hemolisada.	300 Ery/無	Labstrip U11 Plus GL	Labumat 2
492	Leucocitos.	75 leu/無	Labstrip U11 Plus GL	Labumat 2
492	Nitrito.	0,2 mg/dL	Labstrip U11 Plus GL	Labumat 2
492	Prote璯as.	100 mg/dL	Labstrip U11 Plus GL	Labumat 2
492	Urobilinog瘽io.	2 mg/dL	Labstrip U11 Plus GL	Labumat 2
498	Bilirrubina.	6 mg/dL	Dirui H10	FUS 2000
498	Corpos Cet獼icos.	80 mg/dL	Dirui H10	FUS 2000
498	Glicose.	500 mg/dL	Dirui H10	FUS 2000
498	Hemoglobina Hemolisada.	200 Ery/無	Dirui H10	FUS 2000
498	Leucocitos.	125 leu/無	Dirui H10	FUS 2000
498	Nitrito.	0,2 mg/dL	Dirui H10	FUS 2000
498	Prote璯as.	300 mg/dL	Dirui H10	FUS 2000
498	Urobilinog瘽io.	2 mg/dL	Dirui H10	FUS 2000
518	Bilirrubina.	2,0 mg/dL	Meditape UC-11A	Sysmex UC 3500
518	Corpos Cet獼icos.	30 mg/dL	Meditape UC-11A	Sysmex UC 3500
518	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 3500
518	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 3500
518	Leucocitos.	0 leu/無	Meditape UC-11A	Sysmex UC 3500
518	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 3500
518	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 3500
518	Urobilinog瘽io.	4 mg/dL	Meditape UC-11A	Sysmex UC 3500
530	Bilirrubina.	3,0 mg/dL	Labstrip U11 Plus GL	Labumat 2
530	Corpos Cet獼icos.	150 mg/dL	Labstrip U11 Plus GL	Labumat 2
530	Glicose.	1000 mg/dL	Labstrip U11 Plus GL	Labumat 2
530	Hemoglobina Hemolisada.	300 Ery/無	Labstrip U11 Plus GL	Labumat 2
530	Leucocitos.	500 leu/無	Labstrip U11 Plus GL	Labumat 2
530	Nitrito.	0,2 mg/dL	Labstrip U11 Plus GL	Labumat 2
530	Prote璯as.	100 mg/dL	Labstrip U11 Plus GL	Labumat 2
530	Urobilinog瘽io.	2 mg/dL	Labstrip U11 Plus GL	Labumat 2
539	Bilirrubina.	1,0 mg/dL	Labstrip U11 Plus_vers緌 2	Leitura visual
539	Corpos Cet獼icos.	50 mg/dL	Labstrip U11 Plus_vers緌 2	Leitura visual
539	Glicose.	500 mg/dL	Labstrip U11 Plus_vers緌 2	Leitura visual
539	Hemoglobina Hemolisada.	250 Ery/無	Labstrip U11 Plus_vers緌 2	Leitura visual
539	Leucocitos.	25 leu/無	Labstrip U11 Plus_vers緌 2	Leitura visual
539	Nitrito.	0,2 mg/dL	Labstrip U11 Plus_vers緌 2	Leitura visual
539	Prote璯as.	100 mg/dL	Labstrip U11 Plus_vers緌 2	Leitura visual
539	Urobilinog瘽io.	8 mg/dL	Labstrip U11 Plus_vers緌 2	Leitura visual
551	Glicose.	0 mg/dL	Biocon 10	Leitura visual
551	Leucocitos.	0 leu/無	Biocon 10	Leitura visual
551	Nitrito.	0,2 mg/dL	Biocon 10	Leitura visual
553	Bilirrubina.	1 mg/dL	Uriquest Plus I	Leitura visual
553	Corpos Cet獼icos.	40 mg/dL	Uriquest Plus I	Leitura visual
553	Glicose.	500 mg/dL	Uriquest Plus I	Leitura visual
553	Hemoglobina Hemolisada.	300 Ery/無	Uriquest Plus I	Leitura visual
553	Leucocitos.	0 leu/無	Uriquest Plus I	Leitura visual
553	Nitrito.	0,2 mg/dL	Uriquest Plus I	Leitura visual
553	Prote璯as.	100 mg/dL	Uriquest Plus I	Leitura visual
553	Urobilinog瘽io.	12 mg/dL	Uriquest Plus I	Leitura visual
554	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 2400
554	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 2400
554	Glicose.	1000 mg/dL	Combur 10M	Urisys 2400
554	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 2400
554	Leucocitos.	500 leu/無	Combur 10M	Urisys 2400
554	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 2400
554	Prote璯as.	500 mg/dL	Combur 10M	Urisys 2400
554	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 2400
560	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
560	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
560	Glicose.	250 mg/dL	Uricolor Check	Leitura visual
560	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
560	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
560	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
560	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
560	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
571	Bilirrubina.	3 mg/dL	Biocon 10	Leitura visual
571	Corpos Cet獼icos.	40 mg/dL	Biocon 10	Leitura visual
571	Glicose.	250 mg/dL	Biocon 10	Leitura visual
571	Hemoglobina Hemolisada.	250 Ery/無	Biocon 10	Leitura visual
571	Leucocitos.	75 leu/無	Biocon 10	Leitura visual
571	Nitrito.	0,2 mg/dL	Biocon 10	Leitura visual
571	Prote璯as.	100 mg/dL	Biocon 10	Leitura visual
571	Urobilinog瘽io.	8 mg/dL	Biocon 10	Leitura visual
591	Nitrito.	0,2 mg/dL	Uricolor Check	Urivision
597	Bilirrubina.	6,0 mg/dL	Labstrip U11 Plus GL	Labumat 2
597	Corpos Cet獼icos.	50 mg/dL	Labstrip U11 Plus GL	Labumat 2
597	Glicose.	1000 mg/dL	Labstrip U11 Plus GL	Labumat 2
597	Hemoglobina Hemolisada.	300 Ery/無	Labstrip U11 Plus GL	Labumat 2
597	Leucocitos.	500 leu/無	Labstrip U11 Plus GL	Labumat 2
597	Nitrito.	0,2 mg/dL	Labstrip U11 Plus GL	Labumat 2
597	Prote璯as.	100 mg/dL	Labstrip U11 Plus GL	Labumat 2
597	Urobilinog瘽io.	2 mg/dL	Labstrip U11 Plus GL	Labumat 2
602	Bilirrubina.	2,0 mg/dL	Meditape UC-11A	Sysmex UC 3500
602	Corpos Cet獼icos.	30 mg/dL	Meditape UC-11A	Sysmex UC 3500
602	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 3500
602	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 3500
602	Leucocitos.	0 leu/無	Meditape UC-11A	Sysmex UC 3500
602	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 3500
602	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 3500
602	Urobilinog瘽io.	4 mg/dL	Meditape UC-11A	Sysmex UC 3500
609	Bilirrubina.	2,0 mg/dL	Meditape UC-11A	Sysmex UC 3500
609	Corpos Cet獼icos.	30 mg/dL	Meditape UC-11A	Sysmex UC 3500
609	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 3500
609	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 3500
609	Leucocitos.	0 leu/無	Meditape UC-11A	Sysmex UC 3500
609	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 3500
609	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 3500
609	Urobilinog瘽io.	2 mg/dL	Meditape UC-11A	Sysmex UC 3500
613	Bilirrubina.	2,0 mg/dL	Meditape UC-11A	Sysmex UC 3500
613	Corpos Cet獼icos.	30 mg/dL	Meditape UC-11A	Sysmex UC 3500
613	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 3500
613	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 3500
613	Leucocitos.	0 leu/無	Meditape UC-11A	Sysmex UC 3500
613	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 3500
613	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 3500
613	Urobilinog瘽io.	4 mg/dL	Meditape UC-11A	Sysmex UC 3500
621	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
621	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
621	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
621	Leucocitos.	500 leu/無	Uricolor Check	Leitura visual
621	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
621	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
640	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
640	Corpos Cet獼icos.	40 mg/dL	Uricolor Check	Leitura visual
640	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
640	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
640	Leucocitos.	25 leu/無	Uricolor Check	Leitura visual
640	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
640	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
640	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
647	Bilirrubina.	3 mg/dL	Biocon 10	Biocon Reader 300
647	Corpos Cet獼icos.	40 mg/dL	Biocon 10	Biocon Reader 300
647	Glicose.	100 mg/dL	Biocon 10	Biocon Reader 300
647	Hemoglobina Hemolisada.	250 Ery/無	Biocon 10	Biocon Reader 300
647	Leucocitos.	0 leu/無	Biocon 10	Biocon Reader 300
647	Nitrito.	0,2 mg/dL	Biocon 10	Biocon Reader 300
647	Prote璯as.	300 mg/dL	Biocon 10	Biocon Reader 300
647	Urobilinog瘽io.	8 mg/dL	Biocon 10	Biocon Reader 300
661	Bilirrubina.	3 mg/dL	Clinitek Novus 10	Clinitek Novus
661	Corpos Cet獼icos.	80 mg/dL	Clinitek Novus 10	Clinitek Novus
661	Glicose.	500 mg/dL	Clinitek Novus 10	Clinitek Novus
661	Hemoglobina Hemolisada.	250 Ery/無	Clinitek Novus 10	Clinitek Novus
661	Leucocitos.	125 leu/無	Clinitek Novus 10	Clinitek Novus
661	Nitrito.	0,2 mg/dL	Clinitek Novus 10	Clinitek Novus
661	Prote璯as.	300 mg/dL	Clinitek Novus 10	Clinitek Novus
661	Urobilinog瘽io.	4 mg/dL	Clinitek Novus 10	Clinitek Novus
664	Bilirrubina.	2,0 mg/dL	Meditape UC-11A	Sysmex UC 3500
664	Corpos Cet獼icos.	30 mg/dL	Meditape UC-11A	Sysmex UC 3500
664	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 3500
664	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 3500
664	Leucocitos.	0 leu/無	Meditape UC-11A	Sysmex UC 3500
664	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 3500
664	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 3500
664	Urobilinog瘽io.	4 mg/dL	Meditape UC-11A	Sysmex UC 3500
668	Bilirrubina.	3,0 mg/dL	Labstrip U11 Plus GL	Labumat 2
668	Corpos Cet獼icos.	50 mg/dL	Labstrip U11 Plus GL	Labumat 2
668	Glicose.	1000 mg/dL	Labstrip U11 Plus GL	Labumat 2
668	Hemoglobina Hemolisada.	300 Ery/無	Labstrip U11 Plus GL	Labumat 2
668	Leucocitos.	75 leu/無	Labstrip U11 Plus GL	Labumat 2
668	Nitrito.	0,2 mg/dL	Labstrip U11 Plus GL	Labumat 2
668	Prote璯as.	100 mg/dL	Labstrip U11 Plus GL	Labumat 2
668	Urobilinog瘽io.	0,2 mg/dL	Labstrip U11 Plus GL	Labumat 2
675	Bilirrubina.	2,0 mg/dL	Meditape UC-11A	Sysmex UC 3500
675	Corpos Cet獼icos.	30 mg/dL	Meditape UC-11A	Sysmex UC 3500
675	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 3500
675	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 3500
675	Leucocitos.	25 leu/無	Meditape UC-11A	Sysmex UC 3500
675	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 3500
675	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 3500
675	Urobilinog瘽io.	4 mg/dL	Meditape UC-11A	Sysmex UC 3500
682	Bilirrubina.	0 mg/dL	BioT嶰nica	Leitura visual
682	Corpos Cet獼icos.	80 mg/dL	BioT嶰nica	Leitura visual
682	Glicose.	250 mg/dL	BioT嶰nica	Leitura visual
682	Hemoglobina Hemolisada.	250 Ery/無	BioT嶰nica	Leitura visual
682	Leucocitos.	0 leu/無	BioT嶰nica	Leitura visual
682	Nitrito.	0,1 mg/dL	BioT嶰nica	Leitura visual
682	Prote璯as.	300 mg/dL	BioT嶰nica	Leitura visual
682	Urobilinog瘽io.	12 mg/dL	BioT嶰nica	Leitura visual
689	Bilirrubina.	3,0 mg/dL	Labstrip U11 Plus GL	Leitura visual
689	Corpos Cet獼icos.	150 mg/dL	Labstrip U11 Plus GL	Leitura visual
689	Glicose.	1000 mg/dL	Labstrip U11 Plus GL	Leitura visual
689	Hemoglobina Hemolisada.	300 Ery/無	Labstrip U11 Plus GL	Leitura visual
689	Leucocitos.	25 leu/無	Labstrip U11 Plus GL	Leitura visual
689	Nitrito.	0,2 mg/dL	Labstrip U11 Plus GL	Leitura visual
689	Prote璯as.	100 mg/dL	Labstrip U11 Plus GL	Leitura visual
689	Urobilinog瘽io.	12 mg/dL	Labstrip U11 Plus GL	Leitura visual
691	Bilirrubina.	0 mg/dL	Meditape UC-11A	Sysmex UC 3500
691	Corpos Cet獼icos.	30 mg/dL	Meditape UC-11A	Sysmex UC 3500
691	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 3500
691	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 3500
691	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 3500
691	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 3500
691	Urobilinog瘽io.	8 mg/dL	Meditape UC-11A	Sysmex UC 3500
709	Bilirrubina.	1,0 mg/dL	Labstrip U11 Plus GL	Labumat 2
709	Corpos Cet獼icos.	50 mg/dL	Labstrip U11 Plus GL	Labumat 2
709	Glicose.	1000 mg/dL	Labstrip U11 Plus GL	Labumat 2
709	Hemoglobina Hemolisada.	300 Ery/無	Labstrip U11 Plus GL	Labumat 2
709	Leucocitos.	75 leu/無	Labstrip U11 Plus GL	Labumat 2
709	Nitrito.	0,2 mg/dL	Labstrip U11 Plus GL	Labumat 2
709	Prote璯as.	100 mg/dL	Labstrip U11 Plus GL	Labumat 2
709	Urobilinog瘽io.	0,2 mg/dL	Labstrip U11 Plus GL	Labumat 2
713	Bilirrubina.	0 mg/dL	Uriquest Plus I	Leitura visual
713	Corpos Cet獼icos.	40 mg/dL	Uriquest Plus I	Leitura visual
713	Leucocitos.	0 leu/無	Uriquest Plus I	Leitura visual
713	Nitrito.	0,2 mg/dL	Uriquest Plus I	Leitura visual
714	Bilirrubina.	6,0 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
714	Corpos Cet獼icos.	150 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
714	Glicose.	1000 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
714	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Urisys 1800/ Cobas u411
714	Leucocitos.	100 leu/無	Combur 10M	Urisys 1800/ Cobas u411
714	Nitrito.	0,2 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
714	Prote璯as.	500 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
714	Urobilinog瘽io.	12 mg/dL	Combur 10M	Urisys 1800/ Cobas u411
727	Bilirrubina.	3 mg/dL	Uriclin 10	Uriclin s720 Plus
727	Corpos Cet獼icos.	160 mg/dL	Uriclin 10	Uriclin s720 Plus
727	Glicose.	1000 mg/dL	Uriclin 10	Uriclin s720 Plus
727	Hemoglobina Hemolisada.	80 Ery/無	Uriclin 10	Uriclin s720 Plus
727	Leucocitos.	15 leu/無	Uriclin 10	Uriclin s720 Plus
727	Nitrito.	0,2 mg/dL	Uriclin 10	Uriclin s720 Plus
727	Prote璯as.	100 mg/dL	Uriclin 10	Uriclin s720 Plus
727	Urobilinog瘽io.	8 mg/dL	Uriclin 10	Uriclin s720 Plus
737	Bilirrubina.	3,0 mg/dL	Labstrip U11 Plus GL	Labumat 2
737	Corpos Cet獼icos.	50 mg/dL	Labstrip U11 Plus GL	Labumat 2
737	Glicose.	1000 mg/dL	Labstrip U11 Plus GL	Labumat 2
737	Hemoglobina Hemolisada.	300 Ery/無	Labstrip U11 Plus GL	Labumat 2
737	Leucocitos.	500 leu/無	Labstrip U11 Plus GL	Labumat 2
737	Nitrito.	0,2 mg/dL	Labstrip U11 Plus GL	Labumat 2
737	Prote璯as.	100 mg/dL	Labstrip U11 Plus GL	Labumat 2
737	Urobilinog瘽io.	4 mg/dL	Labstrip U11 Plus GL	Labumat 2
741	Bilirrubina.	3 mg/dL	Uricolor Check	Leitura visual
741	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
741	Glicose.	0 mg/dL	Uricolor Check	Leitura visual
741	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
741	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
741	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
741	Prote璯as.	15 mg/dL	Uricolor Check	Leitura visual
741	Urobilinog瘽io.	4 mg/dL	Uricolor Check	Leitura visual
751	Bilirrubina.	3 mg/dL	Combur 10M	Leitura visual
751	Corpos Cet獼icos.	80 mg/dL	Combur 10M	Leitura visual
751	Glicose.	1000 mg/dL	Combur 10M	Leitura visual
751	Hemoglobina Hemolisada.	250 Ery/無	Combur 10M	Leitura visual
751	Leucocitos.	75 leu/無	Combur 10M	Leitura visual
751	Nitrito.	0,2 mg/dL	Combur 10M	Leitura visual
751	Prote璯as.	500 mg/dL	Combur 10M	Leitura visual
751	Urobilinog瘽io.	12 mg/dL	Combur 10M	Leitura visual
752	Bilirrubina.	4,0 mg/dL	Urofita 10DLU	Uryxxon 500
752	Corpos Cet獼icos.	100 mg/dL	Urofita 10DLU	Uryxxon 500
752	Glicose.	500 mg/dL	Urofita 10DLU	Uryxxon 500
752	Hemoglobina Hemolisada.	50 Ery/無	Urofita 10DLU	Uryxxon 500
752	Leucocitos.	75 leu/無	Urofita 10DLU	Uryxxon 500
752	Nitrito.	0,2 mg/dL	Urofita 10DLU	Uryxxon 500
752	Prote璯as.	500 mg/dL	Urofita 10DLU	Uryxxon 500
752	Urobilinog瘽io.	4 mg/dL	Urofita 10DLU	Uryxxon 500
779	Bilirrubina.	6,0 mg/dL	Cobas u pack	Cobas u 601
779	Corpos Cet獼icos.	150 mg/dL	Cobas u pack	Cobas u 601
779	Glicose.	1000 mg/dL	Cobas u pack	Cobas u 601
779	Hemoglobina Hemolisada.	250 Ery/無	Cobas u pack	Cobas u 601
779	Nitrito.	0,2 mg/dL	Cobas u pack	Cobas u 601
779	Prote璯as.	150 mg/dL	Cobas u pack	Cobas u 601
779	Urobilinog瘽io.	12 mg/dL	Cobas u pack	Cobas u 601
781	Bilirrubina.	2 mg/dL	Uricolor Check	Leitura visual
781	Corpos Cet獼icos.	80 mg/dL	Uricolor Check	Leitura visual
781	Glicose.	500 mg/dL	Uricolor Check	Leitura visual
781	Hemoglobina Hemolisada.	250 Ery/無	Uricolor Check	Leitura visual
781	Leucocitos.	0 leu/無	Uricolor Check	Leitura visual
781	Nitrito.	0,2 mg/dL	Uricolor Check	Leitura visual
781	Prote璯as.	100 mg/dL	Uricolor Check	Leitura visual
781	Urobilinog瘽io.	2 mg/dL	Uricolor Check	Leitura visual
786	Bilirrubina.	3 mg/dL	BioT嶰nica	Eco U500
786	Corpos Cet獼icos.	80 mg/dL	BioT嶰nica	Eco U500
786	Glicose.	250 mg/dL	BioT嶰nica	Eco U500
786	Hemoglobina Hemolisada.	250 Ery/無	BioT嶰nica	Eco U500
786	Leucocitos.	25 leu/無	BioT嶰nica	Eco U500
786	Nitrito.	0,1 mg/dL	BioT嶰nica	Eco U500
786	Prote璯as.	500 mg/dL	BioT嶰nica	Eco U500
786	Urobilinog瘽io.	4 mg/dL	BioT嶰nica	Eco U500
803	Bilirrubina.	3,0 mg/dL	Uriscan Super Cassete	Uriscan Super +.
803	Corpos Cet獼icos.	100 mg/dL	Uriscan Super Cassete	Uriscan Super +.
803	Glicose.	250 mg/dL	Uriscan Super Cassete	Uriscan Super +.
803	Hemoglobina Hemolisada.	250 Ery/無	Uriscan Super Cassete	Uriscan Super +.
803	Leucocitos.	25 leu/無	Uriscan Super Cassete	Uriscan Super +.
803	Nitrito.	0,2 mg/dL	Uriscan Super Cassete	Uriscan Super +.
803	Prote璯as.	1000 mg/dL	Uriscan Super Cassete	Uriscan Super +.
803	Urobilinog瘽io.	12 mg/dL	Uriscan Super Cassete	Uriscan Super +.
806	Bilirrubina.	2,0 mg/dL	Meditape UC-11A	Sysmex UC 3500
806	Corpos Cet獼icos.	30 mg/dL	Meditape UC-11A	Sysmex UC 3500
806	Glicose.	500 mg/dL	Meditape UC-11A	Sysmex UC 3500
806	Hemoglobina Hemolisada.	250 Ery/無	Meditape UC-11A	Sysmex UC 3500
806	Leucocitos.	25 leu/無	Meditape UC-11A	Sysmex UC 3500
806	Nitrito.	0,2 mg/dL	Meditape UC-11A	Sysmex UC 3500
806	Prote璯as.	300 mg/dL	Meditape UC-11A	Sysmex UC 3500
806	Urobilinog瘽io.	4 mg/dL	Meditape UC-11A	Sysmex UC 3500
817	Bilirrubina.	3 mg/dL	Biocon 11	Biocon Reader 300
817	Corpos Cet獼icos.	40 mg/dL	Biocon 11	Biocon Reader 300
817	Glicose.	250 mg/dL	Biocon 11	Biocon Reader 300
817	Hemoglobina Hemolisada.	250 Ery/無	Biocon 11	Biocon Reader 300
817	Leucocitos.	0 leu/無	Biocon 11	Biocon Reader 300
817	Nitrito.	0,2 mg/dL	Biocon 11	Biocon Reader 300
817	Prote璯as.	300 mg/dL	Biocon 11	Biocon Reader 300
